#OTU ID	SbDust1S14Nimrod50	SbDust2S31Nimrod67	SbSlp1SNW49Nimrod85	SbSlp2SNW50Nimrod86	SbSlp3SNW51Nimrod87	SbSlp4SNW52Nimrod88	SbSlp5SNW53Nimrod89	SbSlp6SNW54Nimrod90	SbSoil1SA10Osnat73	SbSoil2SA11Osnat74	SbSoil3SA12Osnat75	SbWad1SNW55Nimrod91	SbWad2SNW56Nimrod92	SbWad3SNW57Nimrod93	SbWad4SNW58Nimrod94	SbWad5SNW59Nimrod95	SbWad6SNW60Nimrod96	UvDust1S32Nimrod68	UvDust2S33Nimrod69	UvSlp1CS17Nimrod53	UvSlp1DS16Nimrod52	UvSlp1GS70Osnat26	UvSlp2CS21Nimrod57	UvSlp2DS20Nimrod56	UvSlp2GS71Osnat27	UvSlp3CS25Nimrod61	UvSlp3DS24Nimrod60	UvSlp3GS72Osnat28	UvSlp4GS73Osnat29	UvSlp5GS74Osnat30	UvSlp6GS75Osnat31	UvWaD1CS19Nimrod55	UvWad1DS18Nimrod54	UvWad1GS76Osnat32	UvWad2CS23Nimrod59	UvWad2DS22Nimrod58	UvWad2GS77Osnat33	UvWad3CS27Nimrod63	UvWad3DS26Nimrod62	UvWad3GS78Osnat34	UvWad4GS79Osnat35	UvWad5GS80Osnat36	UvWad6GS81Osnat37
OTU932	1	0	1	0	3	0	4	1	10	28	31	0	8	7	0	0	1	0	0	0	0	2	0	0	0	0	1	0	5	6	0	1	0	8	3	0	6	0	0	0	1	0	0
OTU284	2	0	1	5	1	3	1	4	2	1	0	2	1	1	0	5	2	0	1	1	3	13	2	3	6	3	1	10	6	2	1	2	4	3	5	3	164	1	2	0	9	6	5
OTU1193	1	0	6	0	3	0	2	3	43	56	38	0	0	0	0	0	2	1	0	1	0	6	0	0	1	0	0	7	1	2	0	1	1	6	3	0	4	0	0	0	7	0	0
OTU1092	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	1	0	0	0	0	0	0	5
OTU531	1	1	2	0	0	0	0	0	6	3	8	0	0	3	0	1	1	0	0	6	0	3	0	0	5	18	0	2	6	4	1	16	1	9	0	0	6	0	0	0	10	6	2
OTU8	2	0	3	1	1	0	0	1	19	28	16	0	3	2	1	1	1	1	1	0	2	2340	0	0	3493	5	0	3486	226	2186	4219	1	2	2519	0	2	1594	0	0	1	505	1485	1422
OTU413	2	0	0	0	1	0	2	5	93	71	11	0	1	0	0	1	0	0	0	0	0	4	1	0	1	1	1	2	0	0	2	0	0	3	0	5	6	0	0	19	7	1	4
OTU27	1	0	131	48	5	0	125	373	199	91	49	5	2	0	0	0	0	0	0	0	0	51	1	1	6	0	0	25	2885	19	19	0	0	62	11	89	112	0	0	83	77	40	42
OTU1040	1	0	0	9	2	0	0	1	18	17	7	0	0	0	0	0	1	0	0	0	0	4	0	0	21	1	0	1	0	0	5	4	1	2	0	0	1	1	0	1	1	0	4
OTU354	1	0	2	2	0	1	0	1	0	5	2	3	2	5	2	0	0	3	47	0	0	8	0	0	2	0	0	7	56	4	4	0	0	5	2	0	4	0	0	1	6	3	2
OTU777	1	1	2	4	5	8	1	10	21	28	29	2	0	2	1	0	0	0	1	0	0	14	0	0	8	1	3	10	10	3	0	0	1	2	1	3	16	3	0	1	8	0	1
OTU157	1	0	2	4	12	51	0	9	39	52	88	0	0	0	0	0	2	0	0	0	1	37	0	0	3	1	0	0	4	196	1	0	0	5	2	8	2	0	0	0	0	0	0
OTU669	1	0	1	0	6	1	0	76	1	2	1	6	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7	1	1	1	0	0	0	1	0	0
OTU693	1	0	6	0	3	0	0	0	51	80	56	2	0	0	0	1	2	0	0	0	0	3	0	0	4	0	0	0	15	0	1	0	0	4	0	0	1	0	0	0	1	2	1
OTU1068	1	1	0	0	1	0	0	0	0	2	3	0	0	0	0	0	1	0	0	1	1	3	0	0	4	1	0	4	6	2	0	1	1	1	0	0	9	0	0	0	2	0	1
OTU375	1	0	1	3	0	0	0	0	60	139	27	0	0	0	0	1	1	0	1	0	0	6	0	1	3	1	0	14	1	21	2	0	0	26	1	0	16	2	0	1	6	3	0
OTU431	1	0	2	0	1	0	0	0	0	3	20	0	1	1	0	1	0	1	0	0	1	2	0	0	1	1	0	2	0	0	0	0	0	1	0	0	2	0	0	1	1	0	1
OTU260	1	3	0	0	0	1	0	0	3	0	2	1	0	3	1	0	0	0	2	2	0	12	0	0	1	0	0	21	2	12	16	0	0	100	3	3	2	0	0	1	2	5	0
OTU65	2	2916	3	1	3	0	0	0	36	33	10	5	6	49	4	0	0	2	21	2	1	15	1	0	2	4	1	3	4	6	9	2	1	16	5	3	2	0	0	3	16	7	3
OTU790	1	1	0	0	2	0	0	0	10	18	15	0	0	0	1	0	1	0	0	0	0	19	2	0	2	1	0	14	6	6	1	0	0	8	0	0	18	0	0	2	4	3	3
OTU1226	3	0	4	0	0	2	4	2	57	75	52	5	0	0	0	0	2	0	0	0	0	3	1	0	1	0	0	1	1	1	18	0	1	3	0	1	5	0	0	0	1	2	0
OTU1167	1	0	1	0	0	1	1	0	25	24	9	0	2	1	0	1	0	0	0	0	0	1	1	0	4	1	0	1	0	1	9	0	0	1	1	0	3	0	2	1	2	1	0
OTU1102	3	1	0	0	2	0	0	1	154	215	135	0	0	0	1	0	5	0	0	0	0	3	0	0	1	0	0	0	2	2	0	2	0	9	3	0	3	0	0	0	2	0	5
OTU433	1	0	0	1	0	0	0	0	12	34	18	0	0	0	0	1	1	0	0	2	0	4	2	1	1	1	0	0	2	3	1	0	0	1	0	0	3	0	0	0	1	1	1
OTU1109	1	0	0	1	1	0	0	3	1	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	16	0	0	7	9	0	1
OTU624	1	3	2	6	1	1	1	1	11	6	17	3	2	1	1	3	1	3	0	3	1	18	2	1	12	1	2	15	14	14	8	0	2	21	3	1	25	3	1	3	11	11	10
OTU1145	1	0	0	0	0	0	0	0	33	36	47	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	1	1	0	0	0	0	0	0	1	0	0
OTU381	1	0	0	0	0	10	0	0	35	44	38	5	0	1	0	0	2	0	0	0	1	26	0	0	3	1	0	13	3	7	4	0	0	8	7	8	11	3	0	1	2	2	6
OTU917	1	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	4	0	0	10	0	0	18	0	0	6	2	3	14	0	0	4	0	0	35	0	0	0	2	3	4
OTU561	0	60	0	1	0	0	1	0	2	4	4	0	1	4	1	3	4	1	0	3	1	29	4	1	18	2	6	26	27	9	6	0	2	13	1	2	20	0	1	1	11	12	2
OTU1302	0	1	0	1	3	7	0	4	15	16	14	0	1	5	0	2	1	1	0	0	2	0	0	0	2	0	0	2	0	0	0	0	6	1	1	3	0	2	0	1	0	1	0
OTU806	1	0	0	0	0	0	2	3	59	78	60	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	2	0	0	0	0	0
OTU1133	0	5	0	1	0	1	1	0	4	4	4	2	4	1	2	1	4	0	0	1	2	32	1	4	11	1	2	16	9	18	3	4	3	100	0	5	33	2	2	1	9	7	10
OTU771	0	1	2	0	1	2	0	0	3	5	2	0	2	0	0	0	1	0	2	0	0	6	0	2	5	1	0	4	0	16	24	0	0	28	1	5	6	0	0	0	0	4	4
OTU757	0	1	0	0	1	1	0	0	3	10	9	0	1	11	0	0	3	0	0	0	0	2	0	0	1	0	0	1	3	0	2	0	3	5	0	0	4	0	0	0	1	1	0
OTU694	0	3	6	10	1	3	14	21	73	77	37	32	3	1	0	0	0	0	0	0	0	7	0	0	6	0	0	4	17	6	5	0	0	16	10	0	9	0	0	15	4	6	9
OTU1281	0	1	2	2	2	0	0	2	3	3	1	2	0	1	3	2	0	0	2	1	0	7	0	0	61	0	1	4	23	9	21	0	1	37	1	4	10	1	3	0	0	3	1
OTU588	0	2	1	14	7	0	6	3	39	45	18	8	20	56	0	0	1	0	0	0	0	12	0	0	2	0	0	6	2	1	1	1	1	5	1	0	14	2	0	1	3	1	0
OTU772	0	4	10	0	3	0	0	6	17	9	17	17	0	27	0	2	1	0	0	0	0	3	0	0	2	1	0	0	1	5	1	0	0	20	1	1	12	0	0	0	3	1	0
OTU987	0	21	0	0	3	1	0	1	7	3	5	0	0	0	0	1	1	0	3	0	0	1	0	0	1	0	0	2	2	0	0	1	1	13	0	0	1	0	0	0	2	0	5
OTU1002	0	3	0	0	0	0	0	0	39	46	20	1	0	0	0	1	0	0	1	0	0	1	0	0	3	1	1	1	2	1	0	0	2	2	0	0	2	0	0	1	1	2	0
OTU195	0	1	0	0	1	0	1	2	51	15	4	0	0	0	0	0	0	0	0	1	1	6	0	0	1	0	0	0	3	3	2	0	1	17	2	0	2	0	0	0	3	6	0
OTU366	0	1	0	0	2	0	0	0	19	31	16	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	5	2	1	0	0	0	3	0	0	9	0	0	1	2	3	1
OTU270	0	1	1	1	1	0	0	0	14	36	38	1	1	0	3	2	0	0	0	2	0	5	1	1	0	0	0	0	0	94	0	0	1	1	7	2	1	0	1	0	0	0	0
OTU466	0	1	4	5	26	23	9	5	95	118	166	23	0	1	0	0	12	0	0	0	5	6	0	1	1	3	0	3	2	28	1	1	0	12	8	43	11	0	1	1	0	0	0
OTU1252	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	5	1	0	5	0	0	8	0	6	10	0	1	2	0	0	11	1	0	0	0	0	4
OTU644	0	3	0	0	0	2	0	2	0	0	1	0	0	3	1	3	0	2	0	0	0	3	1	0	17	0	0	16	22	140	4	1	1	16	2	0	37	0	0	0	11	7	5
OTU131	0	3	12	0	33	51	0	11	194	258	359	7	9	1	4	5	18	0	0	0	5	52	0	2	6	1	1	1	0	540	45	0	1	14	1	12	31	1	1	1	1	1	1
OTU745	0	1	1	0	1	2	1	0	0	0	0	0	1	0	2	0	0	0	3	0	0	5	1	0	2	1	0	0	0	0	0	0	1	35	1	1	0	0	0	0	0	1	0
OTU300	0	2	5	20	35	0	10	5	74	62	37	6	27	24	0	1	7	0	0	0	0	4	0	0	0	0	0	15	2	2	4	0	0	12	6	3	3	6	0	0	11	2	1
OTU1183	0	1	0	1	3	2	2	2	11	11	10	1	0	15	2	2	0	0	2	0	3	2	0	2	6	0	0	4	2	4	6	0	1	12	3	3	2	0	1	0	4	3	3
OTU18	0	1	88	75	102	59	14	224	22	21	15	59	451	49	32	653	54	0	1	0	1	122	0	0	237	0	0	59	1092	60	339	7	0	336	18	12	8238	19	0	4291	2193	1098	1796
OTU1169	0	2	1	0	0	0	1	0	2	3	0	2	0	0	0	19	0	0	0	0	0	1	0	0	3	0	0	0	7	25	0	5	2	2	0	0	4	0	0	1	0	0	1
OTU1233	0	11	3	0	0	0	0	0	16	38	16	0	0	19	1	0	0	0	0	1	0	6	0	0	5	0	0	9	8	7	9	2	0	54	0	0	8	0	0	0	5	1	0
OTU1155	0	1	1	2	2	6	2	4	33	37	43	8	1	0	0	0	2	0	0	2	1	3	0	1	0	0	0	1	0	2	0	0	0	3	8	3	2	4	0	0	1	0	1
OTU480	0	3	0	0	0	0	3	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	1	0	0	0	0	0	4	2	0	0	4	10	0
OTU900	0	1	0	0	0	0	1	0	6	6	22	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	22	0	0	0	1	0	2	2	0	0	0	1	1	0
OTU890	0	13	3	4	2	1	0	2	9	1	9	2	7	11	0	0	0	0	2	0	0	1	0	0	1	4	0	1	2	1	1	1	0	4	1	2	0	0	0	3	0	1	0
OTU910	0	1	7	4	0	88	19	7	23	26	40	16	3	10	0	10	7	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	2	5	1	1	5	0	1	0	1	0
OTU1272	0	1	3	2	2	0	0	0	0	0	0	2	0	0	0	0	0	1	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	46	1	0	3	2	1	0	1	0	0
OTU894	0	2	10	0	1	3	1	0	15	13	13	4	1	2	0	0	0	0	0	0	1	2	0	0	1	0	1	1	0	14	0	0	0	2	0	0	12	0	0	0	2	3	2
OTU643	0	1	0	0	0	0	0	0	23	29	3	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	1	1	3	0	0	0	24	1	0	1	1	0	1	0	0	0
OTU406	0	1	0	0	0	0	1	0	7	17	1	0	1	0	1	0	2	0	0	0	0	2	0	0	0	0	0	1	1	1	1	0	0	0	0	0	4	1	0	0	3	1	1
OTU844	0	1	0	0	0	1	7	0	55	66	52	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0
OTU1334	0	1	0	0	0	0	0	0	5	6	2	0	1	0	0	0	2	0	0	0	0	1	0	0	2	0	2	1	1	1	0	0	0	7	0	0	0	0	0	1	3	0	1
OTU559	0	1	5	5	0	9	35	7	61	67	52	84	0	3	1	2	2	1	0	0	0	1	0	0	3	0	0	5	36	4	9	0	0	6	0	2	1	4	0	0	1	6	2
OTU713	0	3	5	0	7	7	2	8	27	47	81	3	1	1	0	2	4	0	0	1	0	6	0	1	0	1	0	3	0	90	0	1	2	2	2	3	0	0	0	0	0	0	0
OTU728	0	2	5	1	1	14	23	7	36	20	45	239	0	5	1	1	0	0	1	0	0	3	0	0	1	0	0	2	49	12	0	0	0	13	16	4	6	2	0	1	0	1	1
OTU307	0	1	0	0	0	0	0	0	57	41	51	0	2	1	0	0	2	1	0	0	0	0	0	0	3	0	0	3	3	9	0	10	0	0	4	2	1	3	0	0	0	1	2
OTU953	0	1	0	0	0	0	0	0	136	104	49	0	0	0	0	0	2	0	0	0	0	8	0	0	1	0	0	2	3	1	7	0	0	4	0	0	3	0	0	2	2	1	4
OTU327	0	4	0	0	0	0	8	0	11	7	10	1	0	0	1	0	0	0	0	0	0	9	0	0	1	0	0	4	2	5	1	1	0	3	0	0	7	0	0	2	4	1	1
OTU1009	0	3	1	0	0	0	0	0	52	28	4	0	0	10	3	0	6	1	0	1	0	10	0	0	2	0	1	1	1	14	10	0	0	27	0	0	1	2	0	0	8	1	1
OTU512	0	2	0	0	1	3	0	2	69	65	59	0	0	1	0	1	2	0	0	0	0	90	1	0	67	0	0	121	116	98	90	2	1	134	0	0	96	0	0	63	63	68	73
OTU997	0	1	0	0	0	0	0	0	18	22	10	0	0	1	1	0	0	0	0	0	1	9	2	0	0	1	0	3	5	11	1	0	1	4	4	0	4	0	1	0	1	1	0
OTU465	0	1	0	0	2	0	0	0	34	27	46	3	1	0	0	1	0	0	0	0	0	3	0	0	0	1	0	2	0	7	0	0	0	6	2	4	0	2	0	0	0	1	0
OTU1330	0	1	0	0	2	22	4	16	3	9	6	14	2	53	0	32	4	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	2	0	0	0	2	0	0
OTU500	0	1	0	3	2	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	1	5	2	2	139	1	0	1	1	1	4	1	4	99	2	1	4	3	1	0	7	4	2
OTU825	0	1	0	0	2	0	0	1	31	72	9	0	1	0	0	3	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0
OTU210	0	1	0	0	1	1	0	1	36	30	33	1	0	0	0	0	7	0	0	0	0	4	1	2	2	2	0	4	1	4	0	2	0	3	0	2	3	0	0	0	0	3	0
OTU1141	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	1	0	15	1	0	5	5	1	0	0	0	14	0	0	5	0	0	0	2	1	0
OTU416	0	1	0	0	0	0	0	0	11	19	11	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	2	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1
OTU493	0	1	0	0	0	0	1	0	13	21	9	1	0	0	0	0	3	0	0	0	0	3	1	0	0	1	0	6	2	4	15	0	0	6	0	0	2	0	0	0	0	1	2
OTU690	0	2	6	0	1	22	5	9	25	25	22	56	6	92	4	39	13	0	0	0	0	8	0	0	2	0	1	2	0	1	0	10	0	4	11	0	4	2	0	3	1	0	1
OTU1224	0	1	2	0	4	7	0	5	11	17	22	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	1	0	1	54	0	1	0	1	0	2	0	1	0	0	0	0	0
OTU459	0	1	2	1	5	58	30	2	7	10	16	6	3	15	0	1	4	0	0	0	0	3	0	0	0	0	0	1	0	2	0	0	0	2	2	0	1	0	0	1	0	0	0
OTU505	0	1	0	0	0	0	2	1	35	15	47	2	0	0	0	3	0	0	0	0	0	14	0	0	0	0	1	4	1	0	0	0	0	0	2	1	2	0	0	0	0	0	2
OTU1276	0	1	0	0	0	0	0	0	15	14	8	1	0	0	1	0	0	0	0	0	1	16	0	0	0	0	0	1	4	0	1	0	0	3	0	2	7	0	0	0	1	1	1
OTU1153	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	14	0	8	4	0	0	2	0	0	1	0	0	0	0	5	0
OTU390	0	1	0	0	1	0	0	1	7	20	4	0	0	0	1	0	0	1	0	0	0	4	1	0	15	1	0	3	2	8	0	6	0	2	0	1	4	0	0	0	0	0	1
OTU1021	0	1	0	2	0	0	6	9	24	28	15	10	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU1263	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0	0	1	1	1	1	0	0	0	0	0	5	0	0	1	1	0	1
OTU786	0	1	0	0	0	1	0	1	43	54	23	0	0	0	1	0	0	0	0	2	0	9	0	0	3	0	0	4	6	1	8	0	0	1	0	1	5	2	0	0	3	0	2
OTU89	0	1	0	2	1	1	0	1	6	2	1	0	1	1	0	0	0	0	6	0	0	2	1	1	21	2	0	10	1	0	5	0	0	371	0	2	2	0	0	0	4	0	0
OTU127	0	1	0	0	0	2	0	0	1	8	2	0	1	1	0	0	1	0	0	0	0	10	0	0	35	0	0	35	0	14	12	0	0	7	0	0	2	0	0	0	0	5	10
OTU554	0	2	0	1	6	2	1	5	74	50	58	1	1	3	1	4	3	0	3	0	0	65	2	1	75	1	1	120	93	102	74	0	1	133	0	6	75	1	1	37	61	73	66
OTU264	0	1	0	2	3	0	0	2	3	3	4	3	0	1	0	3	2	1	0	0	0	10	1	0	18	0	0	8	0	8	20	1	0	26	1	0	9	1	0	2	2	10	6
OTU288	0	1	0	0	4	0	7	1	54	87	56	1	3	9	0	0	1	1	0	0	0	7	0	0	3	0	0	5	4	14	1	0	1	5	5	3	5	0	0	4	3	2	2
OTU205	0	4	3	1	1	1	0	1	28	2	2	2	1	1	4	1	2	0	3	3	0	1	0	0	5	0	0	2	1	129	10	0	0	8	1	5	30	0	0	0	3	1	0
OTU763	0	1	1	4	14	2	1	1	13	11	28	4	0	8	0	0	4	1	0	0	0	9	1	0	2	1	2	7	5	24	1	0	1	14	0	2	25	0	1	0	5	3	4
OTU616	0	2	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	0	0	0	1	113	0	1	1	0	1	0	4	6	0
OTU971	0	3	6	5	3	0	4	6	16	18	13	1	0	1	0	0	0	0	1	0	1	2	0	0	17	0	0	3	41	7	14	5	0	34	0	0	11	0	0	2	8	2	4
OTU1011	0	1	1	0	0	0	0	1	118	103	33	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	2	0	0	1	1	4
OTU1083	0	1	0	1	0	2	0	0	16	14	11	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	1	4	0	0	0	0	0	0	0
OTU891	0	1	0	0	11	0	1	4	71	26	27	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	3	0	0	0	0	0	1	3	2	0	1	0	0	0
OTU429	0	1	5	5	8	35	19	18	3	4	2	17	12	46	0	84	23	0	0	0	0	4	0	0	2	2	0	3	2	0	0	5	0	1	0	0	3	1	0	12	10	1	5
OTU511	0	2	0	1	0	0	1	0	7	16	8	2	1	3	4	1	6	4	0	2	0	25	0	0	9	2	0	10	16	6	3	0	6	5	2	3	26	0	1	2	9	2	3
OTU789	0	1	2	15	0	0	0	0	4	6	4	12	0	4	0	0	9	0	0	0	0	17	0	0	1	0	0	1	1	0	0	0	1	3	0	0	1	0	0	0	1	0	0
OTU565	0	1	3	1	0	1	0	4	7	8	7	2	1	4	0	4	0	0	1	2	0	5	0	0	2	0	0	2	0	5	0	3	0	10	0	3	4	1	0	2	0	0	2
OTU1115	0	1	0	0	0	0	0	0	3	4	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	2	2	0	1	0	0	0	0	1	0	0	0	2	0	0
OTU1022	0	1	0	0	0	1	0	0	34	41	43	0	1	2	2	1	0	0	0	0	0	41	0	1	34	1	0	84	68	57	59	0	0	86	0	2	50	0	0	16	35	40	49
OTU111	0	1	0	6	5	2	1	2	9	6	9	0	0	0	0	2	0	0	0	0	0	25	0	2	19	0	1	102	15	31	11	0	0	7	0	0	4	3	0	0	1	20	7
OTU108	0	1	3	7	0	3	4	15	17	27	15	1	6	4	0	1	3	0	1	0	1	0	0	0	7	5	0	4	1	14	0	3	0	2	0	0	7	0	1	61	50	15	29
OTU527	0	1	1	0	2	0	0	0	0	2	1	0	0	1	0	0	0	0	2	0	0	2	0	0	55	0	1	1	1	0	0	0	0	1	0	0	5	0	1	0	0	0	0
OTU181	0	1	0	1	2	1	0	2	89	164	216	1	2	2	3	2	1	2	0	1	1	9	0	1	2	1	1	0	3	26	0	3	2	1	0	1	8	6	0	0	5	2	0
OTU13	0	3	0	4	1	3	5	1	16	13	19	6	0	2	1	6	0	0	2	0	0	731	0	0	920	1	0	2055	26	1359	1515	0	2	958	3	3	467	0	0	3	116	747	778
OTU315	0	1	1	1	5	6	10	3	141	204	124	4	0	0	1	0	9	0	5	0	1	4	0	1	11	0	1	3	0	9	11	1	3	22	6	6	5	0	1	0	1	1	1
OTU192	0	1	0	0	8	2	0	1	35	29	16	2	2	3	0	1	1	0	1	0	1	11	0	0	34	0	0	53	1	10	48	0	1	49	0	0	23	0	0	1	10	25	31
OTU40	0	2	2107	2383	1866	110	410	2010	40	47	13	288	846	167	197	49	25	1	1	1	6	31	2	0	15	5	2	20	203	13	75	3	1	50	3	1	225	7	1	1043	562	145	207
OTU96	0	1	0	30	0	0	0	3	25	15	13	0	0	0	0	0	0	0	24	0	0	54	0	0	18	0	0	30	43	162	10	0	0	53	0	0	39	0	0	10	42	6	9
OTU520	0	1	0	0	3	0	0	1	26	29	8	0	1	1	0	0	0	0	0	0	3	11	0	1	2	0	0	3	7	3	1	0	1	4	1	0	4	0	1	0	1	1	4
OTU1336	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	8	0	1	11	0	0	2	2	17	0	0	0	4	0	0	0	0	0	0	6	0	5
OTU523	0	4	0	0	1	3	1	7	34	58	28	0	0	0	0	1	0	0	0	0	1	8	0	0	2	0	0	0	6	9	1	0	0	7	0	3	3	1	0	0	2	1	0
OTU1046	0	1	0	1	0	1	0	0	26	17	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	5	0	0	0	25	50	8	2	32	0	0	11	1	1
OTU448	0	1	4	5	1	26	5	5	81	62	80	8	2	20	0	13	10	0	1	3	0	7	2	0	8	2	1	2	1	25	5	4	2	15	33	18	17	17	0	1	9	0	3
OTU1146	0	1	2	0	1	0	0	5	55	42	34	8	2	69	0	0	3	0	4	0	0	3	0	0	2	0	0	1	2	4	4	2	0	20	0	0	16	0	0	1	4	1	0
OTU476	0	1	4	1	12	38	10	11	0	1	1	7	4	6	0	10	2	0	0	0	0	10	0	0	3	1	0	7	5	0	2	0	0	1	0	0	13	0	0	0	4	1	2
OTU287	0	1	1	0	3	1	1	5	45	33	32	1	0	0	0	3	0	1	0	0	1	1	0	0	0	0	0	0	0	17	1	0	1	0	4	2	1	2	0	0	0	0	0
OTU345	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	1	2	0	0	1	0	7	1	1	4	1	2	7	38	2	3	1	1	5	0	1	7	1	0	0	1	1	1
OTU443	0	1	7	0	6	6	2	2	48	44	94	7	1	5	0	1	7	0	0	0	4	0	0	0	0	0	0	0	11	1	2	0	0	3	1	4	8	1	1	26	13	1	1
OTU1212	0	1	1	0	1	0	0	4	1	6	5	5	0	2	0	0	0	0	4	2	2	33	1	2	69	1	1	23	16	8	9	1	0	100	3	3	25	4	1	2	12	10	4
OTU622	0	2	2	0	0	3	0	0	0	3	3	0	2	0	0	2	0	4	0	0	0	1	0	1	1	1	1	10	1	19	0	1	2	26	2	2	2	1	0	0	0	1	0
OTU380	0	1	0	0	2	1	1	0	16	7	29	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	2	0	9	2	0	1	6	0	0	3	0	0	0	0	2	6
OTU64	0	2	0	0	2	0	0	1	9	8	5	0	0	0	12	1	0	1	0	1	1	56	1	0	98	0	0	41	347	61	104	0	0	55	0	0	57	0	0	2	30	54	51
OTU808	0	1	1	2	5	0	2	0	19	21	13	0	0	0	1	0	0	3	2	0	0	5	0	0	9	0	1	8	2	43	3	1	1	10	2	1	13	0	0	0	3	0	0
OTU1154	0	1	0	0	0	0	0	0	12	20	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0
OTU1240	0	1	0	1	0	0	0	0	6	14	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	4	0	0	0	0	0	19	3	3	0	8	7	0	0	0	0	1	1
OTU516	0	2	1	0	0	0	0	0	38	55	49	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	4	2	3	7	0	0	0	0	2	0
OTU12	0	1	0	0	0	0	17	0	9	6	9	0	0	0	8	0	0	0	0	0	0	1101	0	0	2029	0	0	873	480	908	2892	0	0	2124	3	1	1538	2	0	1	540	801	1352
OTU846	0	1	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU1319	0	1	1	1	0	8	1	3	117	140	112	7	1	0	0	0	0	0	0	0	0	14	0	0	2	0	0	3	37	9	0	0	1	46	0	1	5	0	0	1	1	0	1
OTU1061	0	1	1	0	0	4	0	1	72	71	51	0	0	0	0	1	0	0	1	0	2	0	0	0	4	1	2	3	4	2	5	2	0	3	0	2	0	2	0	0	3	1	0
OTU930	0	2	0	0	1	4	0	0	1	2	26	3	2	3	0	1	0	1	1	0	2	6	1	2	20	0	0	6	3	3	0	3	0	6	0	0	8	2	0	0	3	2	2
OTU246	0	0	30	60	52	3	17	37	6	7	4	13	61	85	4	35	24	0	0	0	0	4	0	0	10	1	0	4	84	2	27	1	0	17	2	2	206	2	2	227	167	46	104
OTU286	0	0	49	16	1	47	137	11	5	13	6	103	7	252	1	4	4	0	0	1	3	7	0	0	3	0	0	6	82	5	0	5	0	10	7	0	8	1	0	1	2	1	1
OTU174	0	0	58	10	44	191	33	19	109	105	61	63	55	767	5	710	20	0	0	2	3	23	0	0	19	3	0	2	2	136	8	10	0	8	8	38	5	21	0	2	1	0	2
