#OTU ID	SbDust1S14Nimrod50	SbDust2S31Nimrod67	SbSlp1SNW49Nimrod85	SbSlp2SNW50Nimrod86	SbSlp3SNW51Nimrod87	SbSlp4SNW52Nimrod88	SbSlp5SNW53Nimrod89	SbSlp6SNW54Nimrod90	SbSoil1SA10Osnat73	SbSoil2SA11Osnat74	SbSoil3SA12Osnat75	SbWad1SNW55Nimrod91	SbWad2SNW56Nimrod92	SbWad3SNW57Nimrod93	SbWad4SNW58Nimrod94	SbWad5SNW59Nimrod95	SbWad6SNW60Nimrod96	UvDust1S32Nimrod68	UvDust2S33Nimrod69	UvSlp1CS17Nimrod53	UvSlp1DS16Nimrod52	UvSlp1GS70Osnat26	UvSlp2CS21Nimrod57	UvSlp2DS20Nimrod56	UvSlp2GS71Osnat27	UvSlp3CS25Nimrod61	UvSlp3DS24Nimrod60	UvSlp3GS72Osnat28	UvSlp4GS73Osnat29	UvSlp5GS74Osnat30	UvSlp6GS75Osnat31	UvWaD1CS19Nimrod55	UvWad1DS18Nimrod54	UvWad1GS76Osnat32	UvWad2CS23Nimrod59	UvWad2DS22Nimrod58	UvWad2GS77Osnat33	UvWad3CS27Nimrod63	UvWad3DS26Nimrod62	UvWad3GS78Osnat34	UvWad4GS79Osnat35	UvWad5GS80Osnat36	UvWad6GS81Osnat37
OTU1239	0	0	0	0	2	1	4	0	33	30	35	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
OTU360	0	0	0	0	4	4	1	4	139	177	157	9	0	0	0	4	8	1	0	0	0	9	0	0	8	0	0	3	3	2	2	0	0	25	1	5	7	1	1	1	9	8	0
OTU778	0	0	0	0	8	1	0	0	49	29	44	0	0	1	0	0	0	0	0	0	2	2	0	0	3	1	0	1	1	1	0	0	0	5	0	1	2	0	0	0	1	0	0
OTU462	0	0	0	0	1	0	0	0	1	1	7	1	0	0	2	0	0	0	3	0	0	13	0	0	20	0	0	10	7	25	13	0	1	34	0	0	8	0	1	0	9	19	11
OTU960	0	0	0	0	1	3	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
OTU421	0	0	0	0	1	0	0	3	125	65	174	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	1	0	2	0	0	0	0	10	18	2	3	0	0	0	0	0
OTU1188	0	0	0	0	1	2	0	0	60	54	40	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU864	0	0	0	0	1	0	0	2	51	55	19	0	2	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	2	0	0	0	2	0	1	1	2	1	1	0	0	0
OTU569	0	0	0	0	1	3	1	0	27	20	31	1	0	0	0	0	0	0	1	0	0	1	0	1	3	0	0	0	0	0	0	0	0	1	3	2	2	0	0	0	0	1	0
OTU1023	0	0	0	0	1	3	1	0	9	24	10	17	1	28	0	7	3	0	0	0	0	2	0	0	0	2	0	1	48	6	2	3	0	15	2	0	2	0	0	0	1	0	0
OTU122	0	0	0	0	1	1	0	1	1	0	4	2	0	4	0	0	0	0	1	0	0	6	0	0	2	0	1	1	50	1	1	0	0	2	0	0	10	0	0	1	0	0	2
OTU1057	0	0	0	0	1	1	0	3	51	32	25	2	0	1	2	0	0	0	0	0	0	2	0	1	2	0	0	1	2	0	0	0	0	6	0	2	9	0	0	0	1	0	0
OTU1166	0	0	0	0	3	1	0	3	41	48	32	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	1	3	3	0	2	0	2	0	1	3	0	0	0	2	1	1
OTU840	0	0	0	0	1	0	0	0	18	67	74	0	0	1	0	0	0	0	0	0	12	2	0	0	0	0	0	1	1	113	0	0	0	4	3	0	18	0	2	0	3	0	0
OTU821	0	0	0	0	1	0	0	0	16	26	31	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	15	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU886	0	0	0	0	2	0	0	0	54	44	14	2	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	29	18	0	0	0	4	0	2	0	0	0	0	0	6	0
OTU474	0	0	0	0	2	5	11	3	41	24	42	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	3	1
OTU296	0	0	0	0	2	0	0	1	25	17	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU130	0	0	0	0	2	0	0	0	140	225	329	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
OTU852	0	0	0	0	1	0	0	0	2	7	3	0	0	1	0	1	0	0	0	0	0	8	0	0	24	0	0	36	6	7	10	0	0	1109	1	0	13	0	0	2	23	1	4
OTU78	0	0	0	0	4	6	1	11	674	640	782	74	0	0	0	0	0	0	0	0	0	10	0	1	2	0	0	1	11	28	2	0	0	22	7	8	2	5	0	0	1	0	1
OTU791	0	0	0	0	2	0	0	0	10	8	12	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	7	0	0	0	0	0	0	1	0	0	1	0	1	1
OTU191	0	0	0	0	1	0	107	4	174	115	132	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0
OTU426	0	0	0	0	1	0	0	0	49	49	31	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	2	0	0
OTU88	0	0	0	0	2	36	11	22	1474	1513	1415	105	0	2	0	0	0	0	0	1	3	14	0	0	2	2	0	5	25	12	1	0	0	13	74	27	17	75	10	0	1	2	1
OTU291	0	0	0	0	1	0	0	1	3	3	82	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	2	0	0	0	2	0	1
OTU440	0	0	0	0	1	0	0	0	37	27	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1
OTU336	0	0	0	0	1	2	0	8	53	45	48	0	0	0	0	0	0	0	0	2	0	3	0	0	2	0	0	2	0	3	1	0	0	2	0	3	2	1	0	1	2	1	3
OTU963	0	0	0	0	1	1	1	0	62	54	50	0	0	1	0	0	1	0	0	0	0	80	0	0	44	0	0	95	95	97	71	0	0	110	0	0	77	0	1	45	58	53	52
OTU77	0	0	0	0	1	1	0	0	33	8	18	0	4	4	0	2	5	0	0	0	0	2	0	0	6	0	0	68	2	0	14	0	2	1918	0	1	8	0	1	0	32	3	13
OTU83	0	0	0	0	2	0	0	0	1	2	1	0	0	1	1	0	1	0	0	0	0	72	0	0	18	1	0	50	27	683	44	0	0	64	0	0	128	0	0	1	11	6	26
OTU405	0	0	0	0	1	2	2	0	28	25	23	1	0	0	0	1	1	0	0	1	4	11	3	1	3	0	0	4	3	3	0	1	0	0	1	9	4	0	2	1	0	0	1
OTU557	0	0	0	0	1	0	2	0	70	73	85	0	0	0	0	0	0	0	0	0	0	7	0	2	3	1	1	4	4	0	1	0	0	15	0	2	4	0	0	1	2	3	2
OTU563	0	0	0	0	3	1	2	5	27	63	16	5	1	0	0	0	1	0	0	0	0	8	0	0	0	0	0	2	1	2	0	0	1	0	0	0	5	2	0	0	0	1	2
OTU331	0	0	0	0	2	0	0	0	2	4	0	0	0	1	0	1	0	1	0	0	0	3	0	0	5	0	0	24	0	1	13	0	1	6	0	0	2	0	0	0	0	4	0
OTU709	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	10	0	0	11	0	0	9	1	0	2	1	0	1	0	0	0	0	0	0	0	3	0
OTU160	0	0	0	0	3	3	1	0	438	255	240	8	1	0	0	0	0	0	2	0	3	0	0	0	0	0	0	1	1	4	0	0	0	1	0	1	1	0	0	0	0	7	0
OTU229	0	0	0	0	1	0	1	0	90	49	57	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	3	43	37	0	3	0	0	6	2	0	0	0	0	0	0	0
OTU1205	0	0	0	0	2	48	0	0	42	38	45	3	0	1	0	7	9	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	6	0	5	0	0	1	1	2	0	0
OTU649	0	0	0	0	2	3	2	0	15	23	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	4	0	0	0	1	1
OTU1324	0	0	0	0	1	0	0	0	31	28	34	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	1	0	2
OTU1253	0	0	0	0	0	9	0	0	47	40	40	10	2	8	0	3	2	0	0	0	0	0	0	0	2	0	0	4	4	1	3	0	0	2	0	0	7	0	0	0	1	0	2
OTU1250	0	0	0	0	0	5	2	0	6	7	9	5	3	0	0	1	0	1	0	0	1	0	0	1	0	0	2	0	1	1	0	1	0	3	0	1	0	0	0	0	0	0	0
OTU161	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	14	0	0	45	0	0	8	37	26	7	0	0	44	0	1	9	0	0	0	2	0	4
OTU332	0	0	0	0	0	58	0	5	49	34	54	4	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	38	0	0	0	0	0	1	2	0	0	0	2	0	0
OTU767	0	0	0	0	0	1	0	1	8	12	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	1	0	0	1	0	1	3	0	0	0	1	0	1
OTU513	0	0	0	0	0	3	0	5	7	4	22	1	0	0	0	0	5	0	0	0	1	2	0	0	0	2	0	0	8	0	2	0	0	0	0	10	9	0	0	0	3	0	0
OTU780	0	0	0	0	0	3	0	0	21	25	14	3	0	0	0	0	0	1	1	0	0	4	0	0	1	0	0	3	3	2	1	0	0	4	0	0	3	0	0	0	1	1	0
OTU372	0	0	0	0	0	2	2	3	3	3	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	1	77	0	0	0	1	1	0	0	0	0	0	0	0	1
OTU773	0	0	0	0	0	1	5	0	19	29	26	7	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	8	0	0	1	3	1	0	3	0	0	0	2	0	1
OTU847	0	0	0	0	0	1	3	1	26	23	17	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	4	0	0	0	0	0	1
OTU974	0	0	0	0	0	3	0	0	5	4	8	0	0	0	0	0	1	0	0	0	0	5	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	2	2
OTU880	0	0	0	0	0	9	1	0	40	46	36	4	2	0	0	0	0	0	0	0	0	17	0	1	33	0	0	7	16	1	3	0	0	42	2	4	19	6	3	5	11	1	6
OTU1033	0	0	0	0	0	6	0	2	36	23	31	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
OTU867	0	0	0	0	0	2	1	0	10	17	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1044	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	28	0	0	1	0	8	0	0	0	48	0	0	1	0	0	0	0	0	1
OTU1030	0	0	0	0	0	1	0	1	6	8	4	0	0	1	1	0	0	0	0	0	0	6	0	1	11	0	0	4	2	2	1	0	0	13	0	0	178	0	0	6	118	35	51
OTU1132	0	0	0	0	0	2	6	2	9	4	10	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	1	0
OTU472	0	0	0	0	0	2	0	0	152	220	83	4	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	2	2	0	33	4	0	4	5	0	0	2	1	0
OTU888	0	0	0	0	0	2	0	0	5	5	0	0	0	0	0	0	1	0	0	0	0	5	0	0	1	0	0	2	3	6	1	0	0	1	0	1	7	0	0	0	1	1	0
OTU720	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0	0	0	0	0	6	0	2	0	0	0	47	0	0	3	0	1	0	0	0	2
OTU877	0	0	0	0	0	1	0	0	8	13	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU179	0	0	0	0	0	2	1	1	23	37	46	0	0	0	0	0	0	0	0	0	0	6	0	1	0	1	0	0	0	8	0	0	0	10	1	1	23	2	0	1	8	0	0
OTU15	0	0	0	0	0	4	3	0	10	29	17	3	0	0	1	0	0	0	0	0	0	906	0	0	1016	0	0	3709	6	1749	1375	0	1	734	1	0	189	0	0	1	69	1010	651
OTU584	0	0	0	0	0	2	0	0	5	3	4	0	1	1	1	0	0	1	0	0	0	3	2	0	4	0	0	2	0	15	0	0	0	12	0	2	1	4	0	0	1	2	6
OTU655	0	0	0	0	0	7	0	0	59	59	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	1	1	0	0	0	1	0
OTU1010	0	0	0	0	0	1	0	0	35	34	51	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	0	1	2	8	1	0	1	2	3	4	11	0	0	0	1	1	1
OTU1152	0	0	0	0	0	5	3	0	15	8	12	5	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	6	1	2	0	1	0	0	5	0	0	0	1	2	0
OTU785	0	0	0	0	0	2	0	1	1	0	2	0	0	2	1	0	0	0	1	1	0	2	0	0	0	1	0	1	0	2	1	0	1	34	1	1	26	0	0	0	4	2	4
OTU1303	0	0	0	0	0	10	0	2	21	9	21	4	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	7	4	1	0	21	4	4	5	2	0	0	0	1	5
OTU719	0	0	0	0	0	1	0	0	1	2	2	0	0	0	2	1	0	0	0	1	0	4	0	0	9	0	1	6	12	5	35	0	0	250	1	0	6	0	1	5	8	8	9
OTU968	0	0	0	0	0	1	0	3	10	9	11	1	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	1	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0
OTU626	0	0	0	0	0	2	1	3	25	45	27	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	1	0	0	0	14	3	0	2	0	0	0	0	0
OTU17	0	0	0	0	0	1	0	0	4	33	6	0	0	0	0	0	0	0	0	0	0	1937	0	0	2055	0	0	7394	3	3875	2996	0	0	1784	0	0	196	0	0	1	101	2035	1174
OTU817	0	0	0	0	0	1	0	0	3	2	2	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	9	0	0	7	1	0	0	0	0	0	0	2	0	0	1	7
OTU700	0	0	0	0	0	3	3	0	11	7	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
OTU266	0	0	0	0	0	2	0	0	80	70	54	1	0	1	0	0	0	0	1	1	0	8	0	0	4	0	0	4	2	3	1	1	0	9	0	0	11	0	0	0	3	3	2
OTU1304	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	34	0	0	0	0	0	0	6	0	0	0	0	0	0
OTU1314	0	0	0	0	0	3	0	0	39	43	17	2	0	0	0	1	0	0	1	0	1	5	1	0	0	0	0	3	50	0	0	0	0	0	0	0	17	0	0	1	0	1	0
OTU348	0	0	0	0	0	2	0	0	98	127	63	0	0	2	0	0	1	0	0	1	0	11	0	0	7	7	0	1	1	3	9	18	0	79	10	1	13	23	0	0	8	3	0
OTU1065	0	0	0	0	0	4	0	0	3	3	5	1	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	3	0	0	1	0	0	0	3	1	3
OTU646	0	0	0	0	0	2	3	0	15	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0
OTU989	0	0	0	0	0	1	0	0	9	10	7	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	1	1	0	0	0	1	0	0	1	0	0	0	3	0	0
OTU1266	0	0	0	0	0	2	0	0	6	9	5	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0
OTU1128	0	0	0	0	0	2	0	0	24	21	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
OTU1174	0	0	0	0	0	3	0	0	24	32	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	3	12	5	0	0	0	6	0	0
OTU1028	0	0	0	0	0	1	0	0	8	7	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	1	0	2
OTU397	0	0	0	0	0	1	2	0	67	71	61	4	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	3	1	1	0	1	0	1	3	0	0	0	0	6	0	0
OTU1221	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	42	0	0	0	0	0	0	0	0	1
OTU303	0	0	0	0	0	1	0	0	105	101	49	0	0	0	0	0	0	0	0	0	0	12	0	0	14	0	0	18	8	15	15	0	1	26	0	2	16	0	0	7	17	6	9
OTU1301	0	0	0	0	0	1	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	5	0	0	1	0	0	0	0	0	0
OTU224	0	0	0	0	0	1	3	4	14	13	23	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	68	3	0	0	0	2	1	4	3	0	2	2	2	0	1
OTU489	0	0	0	0	0	2	3	4	116	136	122	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	1	0	5	12	14	1	3	0	0	0	0	0
OTU308	0	0	0	0	0	2	0	1	10	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	4	0	1	0	0	0	0	0
OTU1269	0	0	0	0	0	2	0	1	32	52	62	0	0	0	1	1	1	0	0	0	0	4	0	1	2	0	0	0	0	4	0	0	0	2	0	2	5	0	0	0	0	1	3
OTU1082	0	0	0	0	0	1	0	0	2	2	4	0	0	0	1	1	0	1	0	1	0	6	0	0	2	0	0	4	33	4	1	1	0	3	0	0	6	0	0	0	3	3	1
OTU654	0	0	0	0	0	1	0	0	34	35	26	1	4	18	0	1	1	0	0	0	0	9	0	0	5	0	0	3	1	2	6	0	0	7	0	0	1	0	0	0	0	2	0
OTU1027	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	53	0	0	1	0	0	0	0	0	15	0	0	0	1	1	0	0	1	0
OTU35	0	0	0	0	0	2	0	0	5	17	5	1	0	0	1	0	0	0	0	0	0	385	1	0	527	0	0	1128	4	660	852	0	0	351	0	0	211	0	0	2	114	278	468
OTU524	0	0	0	0	0	1	4	5	91	97	92	16	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	1	2	0	1	0	2	5	1	6	6	0	0	2	1	2
OTU630	0	0	0	0	0	3	0	0	10	3	1	1	0	0	0	0	0	0	0	1	0	9	0	0	5	0	0	21	1	14	10	0	0	15	1	0	4	0	0	0	0	3	1
OTU551	0	0	0	0	0	1	1	0	43	48	53	3	0	1	0	0	0	0	0	0	0	6	0	1	1	0	1	5	1	2	1	0	0	1	0	2	4	2	0	2	3	0	3
OTU24	0	0	0	0	0	2	0	0	2	5	5	0	0	0	0	0	0	0	0	0	0	18	0	0	30	0	2	595	18	11	106	0	0	1.366e+04	0	0	10	0	0	1	192	19	36
OTU57	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	73	0	0	384	0	0	174	358	82	280	0	0	144	0	2	74	0	0	0	47	33	22
OTU1140	0	0	0	0	0	2	0	0	12	17	25	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU862	0	0	0	0	0	1	0	0	37	37	42	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	3	0	1	2	3	0	0	2	3	0	0	0	0	0
OTU1325	0	0	0	0	0	2	0	0	17	24	1	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	1	2	0	4	0	0	0	1	0	2	5	0	0	0	2	0	2
OTU535	0	0	0	0	0	1	0	2	1	1	1	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	1	1	7	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU312	0	0	0	0	0	1	0	0	50	40	77	0	0	1	0	1	2	0	0	0	0	5	0	1	0	1	0	0	1	5	5	0	0	1	0	0	4	0	0	0	1	6	3
OTU213	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	7	0	0	3	98	43	5	0	0	2	0	0	20	0	0	0	3	5	2
OTU22	0	0	0	0	0	0	1	0	9	15	3	0	0	0	0	0	0	0	0	0	0	611	0	0	573	0	0	1598	3	735	972	0	0	708	0	0	146	0	0	1	50	462	340
OTU697	0	0	0	0	0	0	38	3	86	68	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	2	0	0	0	0	0	0
OTU982	0	0	0	0	0	0	7	1	24	21	11	42	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	71	0	0	0	0	1	3	6	2	2	0	6	3	1	3
OTU340	0	0	0	0	0	0	5	0	4	8	11	1	0	0	0	2	0	0	0	0	1	0	0	0	1	4	0	0	74	0	4	1	0	41	114	13	13	50	0	2	13	2	1
OTU386	0	0	0	0	0	0	4	0	12	16	8	1	0	2	0	3	0	0	0	1	0	3	11	0	5	54	0	3	9	0	2	59	0	231	2	0	12	21	0	0	8	15	2
OTU267	0	0	0	0	0	0	1	0	6	1	2	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	0	0	0	8	0	0	64	38	4	0	27	0	0	26	0	0
OTU1300	0	0	0	0	0	0	2	0	24	32	14	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	4	1	0	0	0	0	2	5	0	0	0	4	1	0
OTU479	0	0	0	0	0	0	1	0	166	183	152	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	12	0	0	3	0	0	0	0	0	0	0	1	0
OTU402	0	0	0	0	0	0	1	0	0	2	1	0	0	3	1	1	0	0	1	0	1	5	0	0	65	0	0	2	2	1	1	0	0	15	0	1	9	0	0	0	0	0	1
OTU1038	0	0	0	0	0	0	1	0	42	57	19	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	1	0	0	0	0	0	0	1	0
OTU403	0	0	0	0	0	0	1	0	56	84	21	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	6	1	0	1	0	0	0	0	0	1
OTU1177	0	0	0	0	0	0	1	1	17	20	9	0	2	4	0	1	0	0	0	1	2	1	0	0	1	0	0	1	0	1	0	0	0	1	1	2	0	0	0	0	1	1	0
OTU492	0	0	0	0	0	0	4	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	1	0	0	3	0	0	18	0	0	40	40	22	26
OTU964	0	0	0	0	0	0	7	0	54	63	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	6	1	0	1	0	0	0
OTU444	0	0	0	0	0	0	2	0	5	11	4	0	0	0	0	1	0	0	0	0	0	2	0	0	4	1	0	11	35	4	4	3	0	15	1	0	12	1	0	1	43	1	1
OTU541	0	0	0	0	0	0	1	0	4	4	5	1	2	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	1	0	0	0	18	0	0	8	0	0	1	1	2	0
OTU650	0	0	0	0	0	0	1	0	76	81	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	7	3	1	0	1	0	1	0	0
OTU231	0	0	0	0	0	0	1	1	187	161	163	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	12	4	7	2	0	0	1	2	1
OTU1213	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	31	0	1	8	2	1	16	0	1	0	0	0	8	0	0	0	2	0	0
OTU1066	0	0	0	0	0	0	1	0	37	26	52	5	15	3	0	0	0	0	0	0	0	0	0	0	13	0	0	1	35	0	0	0	0	6	0	2	11	1	0	0	3	0	0
OTU106	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	19	0	0	0	1	1	0	0	0	0	0	0	11	0	0	107	67	33	72
OTU985	0	0	0	0	0	0	1	0	3	1	3	0	0	1	0	0	0	0	0	0	0	3	0	0	6	0	0	0	85	4	1	1	0	3	0	0	6	0	0	7	7	4	8
OTU350	0	0	0	0	0	0	3	1	34	31	20	0	2	0	0	1	0	0	0	0	0	4	0	0	11	0	0	1	3	1	5	0	0	69	0	0	20	2	0	0	0	0	1
OTU688	0	0	0	0	0	0	1	0	6	4	2	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	1	1	2	0	0
OTU597	0	0	0	0	0	0	1	0	75	62	76	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	28	0	2	4	0	0	0	0	0	0
OTU1210	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	4	0	0	8	0	0	6	3	2	0	0	0	6	0	0	5	0	0	0	7	2	1
OTU1070	0	0	0	0	0	0	1	0	21	27	37	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	1	0	0
OTU793	0	0	0	0	0	0	6	0	2	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU775	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1
OTU455	0	0	0	0	0	0	1	0	33	42	13	4	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	4	1	2	0	0	18	4	2	1	0	0	0	2	6	0
OTU641	0	0	0	0	0	0	2	1	76	71	77	0	0	0	0	1	0	1	0	0	0	8	1	0	4	0	0	2	2	0	1	0	0	2	0	0	3	0	0	1	5	2	0
OTU358	0	0	0	0	0	0	0	5	10	14	3	0	0	0	1	0	0	0	0	0	0	7	0	1	2	0	0	3	6	0	1	0	1	1	0	2	1	3	0	0	2	1	0
OTU1087	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	2	0	1	0	8	0	0	7	0	0	34	1	12	11	0	0	18	0	1	4	0	0	0	0	6	4
OTU249	0	0	0	0	0	0	0	5	60	71	59	20	1	0	0	0	2	0	0	0	0	3	0	0	17	0	0	1	2	3	1	0	0	2	3	2	1	0	0	0	0	0	2
OTU1007	0	0	0	0	0	0	0	1	4	19	2	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	12	3	0	1	0	0	1	0	0	2	0	0	0	0	0	0
